time,date,Source,News_Headlines
1.14 pm,2009-11-02,Moneycontrol.com,TCS an outperformer; tgt of Rs 910: Karvy Stock Broking
11.34 am,2009-11-03,Moneycontrol.com,Motilal Oswal neutral on TCS
10.34 am,2009-11-04,CNBC-TV18,See higher level in TCS: Sangeeta Purushottam
10.13 am,2009-11-05,CNBC-TV18,Buy TCS on dips: Anu Jain
2.08 pm,2009-11-06,Moneycontrol.com,TCS Sept qtr PAT seen up 8% at Rs 1990 cr: Angel
3.13 pm,2009-11-07,Moneycontrol.com,TCS Sept qtr PAT seen up 8% at Rs 1992 cr: Karvy
1.47 pm,2009-11-08,CNBC-TV18,Prefer TCS to Wipro: Betadpur
9.59 pm,2009-11-09,CNBC-TV18,Mah Satyam's EBITDA margins a concern: Sanju Verma
4.17 pm,2009-11-10,Reuters,India IT firms seek buys to boost growth
6.37 pm,2009-11-11,CNBC-TV18,Big IT should not exceed 10% of portfolio: Raamdeo Agrawal
3.58 pm,2009-11-12,CNBC-TV18,N Chandrasekaran chalks out TCS' ambitious growth plans
5.35 pm,2009-11-13,CNBC-TV18,Wipro has target of Rs 460: Mohindar
3.52 pm,2009-11-14,CNBC-TV18,TCS could test Rs 980-1000: Thacker
3.38 pm,2009-11-15,CNBC-TV18,"Hold TCS, says Radhika Gupta"
10.30 am,2009-11-16,CNBC-TV18,"Buy TCS, HCL Tech on dip: Anu Jain"
4.20 pm,2009-11-17,CNBC-TV18,Risk of double dip recession is real: Baring India
11.14 am,2009-11-18,CNBC-TV18,No fundamental problem to business yet: TCS CEO
6.45 pm,2009-11-19,CNBC-TV18,Buy Infosys on decline: Deven Choksey
5.07 pm,2009-11-20,Moneycontrol.com,Buy TCS; target of Rs 985: PINC Research
6.05 pm,2009-11-21,CNBC-TV18,TCS may move to Rs 910-920: Mohindar
11.39 am,2009-11-22,CNBC-TV18,TCS to invest $216 mn on training campus
6.28 pm,2009-11-23,CNBC-TV18,Ohio?s ban of foriegn IT contract negative for India
5.00 pm,2009-11-24,CNBC-TV18,TCS UK arm likely to breakeven in FY11: Phiroz Vandrewala
4.37 pm,2009-11-25,Reuters,TCS unit wins 250 mln stg UK contracts
11.02 am,2009-11-26,Moneycontrol.com,TCS looks marginally overweight: Mahadevan
11.00 am,2009-11-27,CNBC-TV18,"Forex volatility, wage hike impacted margin: Wipro"
10.48 am,2009-11-28,CNBC-TV18,TCS has target of Rs 1070: Gujral
10.38 am,2009-11-29,CNBC-TV18,"Large deals back, to have higher pricing in FY12: TCS"
9.12 pm,2009-11-30,CNBC-TV18,Large transformational deals back in favour: TCS
5.54 pm,2009-12-01,Moneycontrol.com,Tata Consultancy Services declares dividend at Rs 2 per share
5.48 pm,2009-12-02,CNBC-TV18,TCS Q2 US GAAP cons net profit up 14% at Rs 2106 cr
3.04 pm,2009-12-03,CNBC-TV18,Book profit in TCS on rallies: Gujral
1.15 pm,2009-12-04,CNBC-TV18,Take profits in TCS: Rajesh Jain
4.29 pm,2009-12-05,CNBC-TV18,TCS Q2 net profit seen up 8% at Rs 1988.42 cr
5.00 pm,2009-12-06,CNBC-TV18,Hold Tata Consultancy Services: Gujral
3.25 pm,2009-12-07,Moneycontrol.com,Keep Rs 946-947 stoploss in TCS: Bhambwani
3.00 pm,2009-12-08,CNBC-TV18,TCS has support at Rs 880-915: Thacker
9.49 am,2009-12-09,CNBC-TV18,Nilesh Shah expects Infosys results to cheer up market 
10.45 pm,2009-12-10,Moneycontrol.com,Will tech majors deliver in second quarter?
10.34 am,2009-12-11,CNBC-TV18,"See good Q2 numbers for TCS, Infosys: Chakraborty"
3.45 pm,2009-12-12,CNBC-TV18,"Sudhanshu Pandey bullish on TCS, HDFC"
6.01 pm,2009-12-13,CNBC-TV18,Expect good results from IT companies: Seth
2.11 pm,2009-12-14,CNBC-TV18,"TCS, Infosys look attractive: Mark Mobius"
6.18 pm,2009-12-15,Moneycontrol.com,TCS Sept qtr PAT seen 1958.6 cr: Motilal Oswal
3.02 pm,2009-12-16,CNBC-TV18,"Prefer TCS, says Devang Mehta"
2.23 pm,2009-12-17,CNBC-TV18,Exit TCS at around Rs 1300: Tulsian
2.13 pm,2009-12-18,CNBC-TV18,TCS has support at Rs 980: Bhambwani
2.37 pm,2009-12-19,CNBC-TV18,TCS can touch Rs 1140-1150: Kulkarni
9.02 pm,2009-12-20,Moneycontrol.com,Buy TCS; target of Rs 1100: Pinc Research
8.49 pm,2009-12-21,Moneycontrol.com,Accumulate TCS; target of Rs 1064: Asit C. Mehta
8.27 pm,2009-12-22,Moneycontrol.com,Buy TCS; target of Rs 1160: Prabhudas Lilladher
1.55 pm,2009-12-23,CNBC-TV18,Prefer TCS to Patni Computer: Rajesh Jain
12.36 pm,2009-12-24,CNBC-TV18,"Vibhav Kapoor positive on TCS, Infosys"
12.01 pm,2009-12-25,Reuters,TCS eyes fast sales growth in Europe
3.35 pm,2009-12-26,CNBC-TV18,Long-term target on TCS at Rs 1200: Gujral
5.29 pm,2009-12-27,Moneycontrol.com,TCS a market performer; target of Rs 1075: Karvy
12.39 pm,2009-12-28,Moneycontrol.com,Angel Broking neutral on TCS
5.04 pm,2009-12-29,CNBC-TV18,TCS target at Rs 1100-1150: Thacker
2.43 pm,2009-12-30,CNBC-TV18,Book some profits in TCS: Bothra
2.23 pm,2009-12-31,CNBC-TV18,TCS has target of Rs 1176: Sandip Agarwal
1.17 pm,2010-01-01,CNBC-TV18,Kotak Sec ups EPS estimate for TCS by 2.5% for FY12
12.32 pm,2010-01-02,CNBC-TV18,"Buy TCS, says Vivek Mavani"
12.15 pm,2010-01-03,CNBC-TV18,TCS could head towards Rs 1100-1150: Thacker
12.02 pm,2010-01-04,CNBC-TV18,TCS has target of Rs 1100: Kotak Securities
2.33 pm,2010-01-05,CNBC-TV18,Q3 earnings: What to expect from the IT sector?
2.19 pm,2010-01-06,CNBC-TV18,"Hold TCS, says Devang Mehta"
8.18 am,2010-01-07,Reuters,BSE launches Islamic index
2.37 pm,2010-01-08,CNBC-TV18,TCS has target of Rs 1160-1170: Manghnani
2.02 pm,2010-01-09,Moneycontrol.com,Motilal Oswal neutral on Tata Consultancy Services
8.14 pm,2010-01-10,Moneycontrol.com,Accumulate TCS; target of Rs 1250: Emkay
3.41 pm,2010-01-11,CNBC-TV18,Amit Gupta bullish on technologies stocks
3.25 pm,2010-01-12,CNBC-TV18,TCS has target of Rs 1205: Mohindar
9.45 am,2010-01-13,CNBC-TV18,Buy TCS on dips: Anu Jain
8.45 pm,2010-01-14,CNBC-TV18,TCS targets $100m in revs from financial inclusion platform
11.32 am,2010-01-15,CNBC-TV18,Buy TCS with stoploss of Rs 1089: Thacker
4.41 pm,2010-01-16,CNBC-TV18,Pick TCS: Radhika Gupta
2.08 pm,2010-01-17,CNBC-TV18,"Infosys, TCS may see 10-15% upside: Jani"
2.05 pm,2010-01-18,Moneycontrol.com,TCS wins GTB deal from Deutsche Bank
7.26 pm,2010-01-19,CNBC-TV18,"Malkani bullish on Tata Motors, TCS, L&T;"
6.32 pm,2010-01-20,CNBC-TV18,Hexaware has target of Rs 125: Mohindar
5.51 pm,2010-01-21,CNBC-TV18,"Thacker bullish on IT, pharma sector"
5.35 pm,2010-01-22,CNBC-TV18,Bharti Airtel has target of Rs 372: Sharma
1.15 pm,2010-01-23,Moneycontrol.com,Buy TCS; target of Rs 1127: IIFL
2.55 pm,2010-01-24,CNBC-TV18,Buy TCS on any decline: Ashwani Gujral
12.11 pm,2010-01-25,Moneycontrol.com,TCS Dec qtr PAT seen up 5% at Rs 2209 cr: Karvy
2.12 pm,2010-01-26,Moneycontrol.com,TCS Dec qtr PAT seen at Rs 2179 cr: KRChoksey
9.56 am,2010-01-27,CNBC-TV18,"Sell TCS, says Mitesh Thacker"
6.57 pm,2010-01-28,Moneycontrol.com,Accumulate TCS; target of Rs 1287: Angel Broking
5.05 pm,2010-01-29,CNBC-TV18,TCS has short term target of Rs 1240: Mohindar
3.43 pm,2010-01-30,Moneycontrol.com,Buy TCS; target of Rs 1400: Prabhudas Lilladher
2.31 pm,2010-01-31,CNBC-TV18,"Buy TCS, says Devang Mehta"
1.47 pm,2010-02-01,CNBC-TV18,"Hold TCS, says Radhika Gupta"
12.57 pm,2010-02-02,CNBC-TV18,How is Antique Broking reading TCS' Dec results?
12.41 pm,2010-02-03,Moneycontrol.com,Buy TCS; target of Rs 1350: PINC Research
10.45 am,2010-02-04,CNBC-TV18,TCS beats Infy in Q3; expects 2011 to be better than 2010
6.57 pm,2010-02-05,Moneycontrol.com,TCS Q3 net sales up 4% at Rs 9663.35 cr
6.56 pm,2010-02-06,Moneycontrol.com,"Tata Consultancy Services; January 28, 2011 record date for payment of interim dividend"
6.48 pm,2010-02-07,CNBC-TV18,Deal pipeline continues to look healthy: TCS
6.28 pm,2010-02-08,Moneycontrol.com,Tata Consultancy Services declares 3rd interim dividend at Rs 2 per share
5.25 pm,2010-02-09,CNBC-TV18,TCS Q3 cons net up 9.24% at Rs 2369.83 cr
2.49 pm,2010-02-10,VCCircle,Blackstone-backed Intelenet To Delist Sparsh BPO Services
2.39 pm,2010-02-11,CNBC-TV18,TCS Q3 PAT seen up 5% at Rs 2203 cr
2.43 pm,2010-02-12,CNBC-TV18,"Infy price target at Rs 3560, may revise it upwards: Angel"
4.30 pm,2010-02-13,CNBC-TV18,How will Q3 fare for the IT pack? Bhavin Shah explains
12.00 pm,2010-02-14,CNBC-TV18,See Infosys dollar growth at 7.5%: Kotak Sec
5.50 pm,2010-02-15,CNBC-TV18,TCS Dec qtr PAT seen up 4% at Rs 2197 cr: Angel
2.40 pm,2010-02-16,CNBC-TV18,Experts debate: How will IT co's fare this earnings season?
11.51 am,2010-02-17,Moneycontrol.com,Sell TCS Fut between Rs 1143-1148: IIFL
10.16 am,2010-02-18,Moneycontrol.com,Sell TCS; target of Rs 1020-1000: Aditya Birla Money
8.20 am,2010-02-19,Reuters,Wipro reorganises core IT outsourcing business
5.37 pm,2010-02-20,CNBC-TV18,TCS may go down by Rs 80-100 from current level: Thacker
9.29 am,2010-02-21,Moneycontrol.com,Sell TCS; target of Rs 1025: Aditya Birla Money
3.49 pm,2010-02-22,CNBC-TV18,TCS has support at Rs 1110-1120: Kulkarni
10.50 am,2010-02-23,Reuters,"TCS expects hiring spree, no consolidation in 2011"
10.50 am,2010-02-24,Reuters,Top India IT outsourcers worry about Euro debt: Davos
9.29 pm,2010-02-25,CNBC-TV18,"Davos '11: 2011 to be a better year for IT sector, says TCS"
5.53 pm,2010-02-26,Moneycontrol.com,TCS BaNCS launches Mobile Trading in India
5.36 pm,2010-02-27,CNBC-TV18,Prefer TCS over Wipro: Mehta
12.14 pm,2010-02-28,Moneycontrol.com,Accumulate TCS; target of Rs 1275: Emkay
12.11 pm,2010-03-01,Moneycontrol.com,TCS has target of Rs 1300: JPMorgan
11.09 am,2010-03-02,CNBC-TV18,How is JPMorgan reading Q3 nos of tech majors?
11.55 am,2010-03-03,Reuters,Wipro IT chiefs quit; profit lags rivals
11.02 am,2010-03-04,CNBC-TV18,Book profits in TCS in Rs 1220-1265 range: Manghnani
1.40 pm,2010-03-05,Moneycontrol.com,Buy TCS; target of Rs 1363: Firstcall Research
4.17 pm,2010-03-06,CNBC-TV18,Bandyopadhyay bullish on TCS
10.44 am,2010-03-07,CNBC-TV18,TCS continue to do well: Vikas Pershad
7.41 pm,2010-03-08,Moneycontrol.com,Hold TCS; target of Rs 1133: Nirmal Bang
11.45 am,2010-03-09,Moneycontrol.com,Sell Tata Consultancy Services; target of Rs 1092: IIFL
6.00 pm,2010-03-10,CNBC-TV18,Infosys may slip further if it breaks Rs 2950 levels: Bala
5.59 pm,2010-03-11,CNBC-TV18,"Infosys, HCL, TCS top picks in IT sector: Seth "
5.15 pm,2010-03-12,CNBC-TV18,"Buy Wipro, TCS at current levels: Mohindar"
2.20 pm,2010-03-13,CNBC-TV18,Hemang Jani positive on IT space
10.50 am,2010-03-14,CNBC-TV18,IT space to remain outperformer: Fortune Financial
5.02 pm,2010-03-15,CNBC-TV18,Customer spend in FY12 to be better than last fiscal: TCS
11.25 am,2010-03-16,CNBC-TV18,"Do not go long on TCS, Infosys: Thukral"
10.49 am,2010-03-17,Moneycontrol.com,Sell Tata Consultancy Services; target of Rs 1080: IIFL
5.56 pm,2010-03-18,CNBC-TV18,Bhamre positive on TCS
12.22 pm,2010-03-19,CNBC-TV18,Enter TCS at around Rs 1100-1080: Thukral
10.09 am,2010-03-20,CNBC-TV18,"Buy TCS, says Gaurang Shah"
8.26 am,2010-03-21,CNBC-TV18,Bull's Eye: Stocks to buy today
4.55 pm,2010-03-22,CNBC-TV18,TCS has strong resistance at Rs 1150: Kulkarni
6.01 pm,2010-03-23,CNBC-TV18,"Prefer Infosys to TCS, says Prashastha Seth"
10.37 am,2010-03-24,Moneycontrol.com,Buy Tata Consultancy Services; tgt of Rs 1400: PLilladher
10.32 pm,2010-03-25,CNBC-TV18,"Will build SME product in India first, then go global: TCS"
5.45 pm,2010-03-26,CNBC-TV18,TCS targets $ 1 billion in 5-years from SMB platform
7.59 pm,2010-03-27,CNBC-TV18,Would consider restructuring if clients demand it: HCL Tech
11.00 am,2010-03-28,Moneycontrol.com,Hold Tata Consultancy Services; tgt of Rs 1209: KRChoksey
11.33 am,2010-03-29,CNBC-TV18,TCS sees pricing uptick in next fiscal
5.51 pm,2010-03-30,CNBC-TV18,Sriram positive on IT space
5.13 pm,2010-03-31,CNBC-TV18,"Prefer Infosys to TCS, says Irani"
2.35 pm,2010-04-01,CNBC-TV18,Stay invested in Reliance Industries: Tulsian
1.35 pm,2010-04-02,CNBC-TV18,TCS has target of Rs 1365: Devang Mehta
11.51 am,2010-04-03,CNBC-TV18,Avoid IT space: Anil Manghnani
5.19 pm,2010-04-04,CNBC-TV18,"DLF, RIL, TCS top picks in largecap space: Mohindar"
4.42 pm,2010-04-05,CNBC-TV18,TCS has support at Rs 1050: Mohindar
5.33 pm,2010-04-06,CNBC-TV18,"Infosys, TCS may fetch 17-20% return in one year: Bhat"
5.02 pm,2010-04-07,CNBC-TV18,"Be cautious on IT stocks, says Jai Bala"
1.15 pm,2010-04-08,CNBC-TV18,Accumulate Infosys: PLilladher
8.22 pm,2010-04-09,PTI,Indian IT cos recall staff from Bahrain
12.02 pm,2010-04-10,CNBC-TV18,TCS may slip to Rs 1000: Manghnani
3.09 pm,2010-04-11,CNBC-TV18,Buy TCS with stoploss of Rs 1050: Mehta
2.55 pm,2010-04-12,CNBC-TV18,"No stake sale plan to TCS, says OnMobile"
11.41 am,2010-04-13,Moneycontrol.com,Buy Tata Consultancy Services; target of Rs 1128: IIFL
7.00 pm,2010-04-14,CNBC-TV18,Indian IT cos relocating employees from Japan 
5.37 pm,2010-04-15,CNBC-TV18,RIL a top pick amongst oil & gas sector: Maheshwari
11.21 am,2010-04-16,Moneycontrol.com,Sell TCS Future; target of Rs 1064: IIFL
11.20 am,2010-04-17,CNBC-TV18,Short TCS with stoploss above Rs 1110: Thacker
10.51 am,2010-04-18,CNBC-TV18,TCS has support at Rs 1150-1130: Manghnani
9.19 am,2010-04-19,Reuters,Tata Group to invest $27 bn in next 5 yrs: Report
1.32 pm,2010-04-20,CNBC-TV18,TCS can outperform in IT sector: Devang Mehta
10.14 am,2010-04-21,CNBC-TV18,TCS has target of Rs 1306: Anu Jain
2.33 pm,2010-04-22,Moneycontrol.com,TCS Mar qtr PAT seen up 39% at Rs 2348 cr
1.32 pm,2010-04-23,Reuters,IT firms set for robust outlook as tech spending rises
7.44 pm,2010-04-24,CNBC-TV18,Ratan Tata: The man behind the brand
5.35 pm,2010-04-25,CNBC-TV18,IT sector continues to be attractive: Malkani
12.33 pm,2010-04-26,Moneycontrol.com,TCS Mar qtr PAT seen dn 0.9% at Rs 2308cr: MOST
11.22 am,2010-04-27,CNBC-TV18,Wipro has resistance at Rs 500: Manghnani
6.58 pm,2010-04-28,CNBC-TV18,Buy TCS at current level: Thakkar
2.01 pm,2010-04-29,Moneycontrol.com,TCS Mar qtr PAT seen up 5% at Rs 2248 cr
11.18 am,2010-04-30,CNBC-TV18,"Technology, automobiles will lead rally: ICICI Sec"
11.12 am,2010-05-01,CNBC-TV18,"Prefer Infosys, TCS: ICICI Securities"
3.09 pm,2010-05-02,Moneycontrol.com,TCS Mar qtr PAT seen up 4% at Rs 2419 cr
10.32 am,2010-05-03,CNBC-TV18,Buy Wipro at around Rs 440-430: Bhamre
4.12 pm,2010-05-04,Moneycontrol.com,TCS Mar qtr net profit seen up by 6% at Rs 2507cr
11.04 am,2010-05-05,Moneycontrol.com,TCS has resistance at Rs 1200-1220: Manghnani
5.48 pm,2010-05-06,CNBC-TV18,"HDFC Bank, Kotak Mahindra continues to be strong: Diwan"
11.37 am,2010-05-07,CNBC-TV18,TCS has target of Rs 1220: Hemant Thukral
2.54 pm,2010-05-08,Moneycontrol.com,Hold TCS; target of Rs 1280: Unicon Investment
1.48 pm,2010-05-09,Moneycontrol.com,Accumulate TCS; target of Rs 1275: Emkay
12.09 pm,2010-05-10,Moneycontrol.com,Buy TCS; target of Rs 1350: PINC Research
7.13 pm,2010-05-11,CNBC-TV18,TCS better player in IT space: Gupta
6.07 pm,2010-05-12,CNBC-TV18,TCS has target of Rs 1300: Mohindar
4.28 pm,2010-05-13,CNBC-TV18,"Hiring, wage hike indicate positive demand scenario: TCS"
4.12 pm,2010-05-14,CNBC-TV18,Experts doubtful on TCS margin expansion post Q4
3.53 pm,2010-05-15,CNBC-TV18,"Book profits in TCS, says Rakesh Gandhi"
3.12 pm,2010-05-16,CNBC-TV18,TCS vs Infosys in Q4: Udayan analyses 
2.25 pm,2010-05-17,Moneycontrol.com,TCS declares final dividend at Rs 8 per share
1.59 pm,2010-05-18,Moneycontrol.com,"TCS Q4 numbers meet expectations, net up 3%"
1.42 pm,2010-05-19,CNBC-TV18,Book some profits in TCS: Prakash Diwan
10.01 pm,2010-05-20,Moneycontrol.com,Will TCS impress post Infy's dismal performance?
8.24 pm,2010-05-21,CNBC-TV18,Organic growth and margin expansion is a priority: TCS CEO
6.24 pm,2010-05-22,CNBC-TV18,TCS should do well: Malik
12.37 pm,2010-05-23,CNBC-TV18,What discount to multiple does Nomura give HCL Tech vs TCS?
10.40 am,2010-05-24,CNBC-TV18,Buy TCS at around Rs 1080: Mithil Pradhan
4.57 pm,2010-05-25,CNBC-TV18,"Seth`s view on TCS, Infosys"
12.21 pm,2010-05-26,CNBC-TV18,"Hold TCS, says Phani Sekhar"
1.07 pm,2010-05-27,CNBC-TV18,Infy slow in reacting to changing client needs: Expert view
2.53 pm,2010-05-28,CNBC-TV18,Avoid trades in TCS: Shardul Kulkarni
1.59 pm,2010-05-29,PTI,"TCS, HDFC named India's best managed companies"
5.32 pm,2010-05-30,CNBC-TV18,Manghnani`s view on JP Associate
5.18 pm,2010-05-31,CNBC-TV18,"Be cautious on Tata Steel, SAIL: Manghnani"
12.32 pm,2010-06-01,Moneycontrol.com,Sell TCS Fut with stop loss Rs 1187: IIFL
8.01 pm,2010-06-02,PTI,TCS's 'iOn' now availabe in Rajasthan
1.17 pm,2010-06-03,Moneycontrol.com,"Buy HCL Tech, Infosys, TCS: Prabhudas Lilladher"
6.55 pm,2010-06-04,Moneycontrol.com,Buy TCS; target of Rs 1322: Firstcall Research
10.07 am,2010-06-05,Moneycontrol.com,Buy TCS; target of Rs 1185: IIFL
1.33 pm,2010-06-06,Moneycontrol.com,Buy TCS; target of Rs 1320: BP Equities
7.59 pm,2010-06-07,PTI,Infosys post Murthy? Honestly I know nothing: Azim Premji
10.32 pm,2010-06-08,PTI,"TCS to hire around 6,000 people overseas in FY12"
1.32 pm,2010-06-09,Moneycontrol.com,Accumulate TCS; target of Rs 1349: Angel Broking
12.48 pm,2010-06-10,Reuters,"TCS eyes acquisitions in Germany, Japan"
12.40 pm,2010-06-11,Moneycontrol.com,Hold TCS; target of Rs 1247: KRChoksey
11.49 am,2010-06-12,CNBC-TV18,First Global positive on TCS
11.01 am,2010-06-13,Moneycontrol.com,"JP Morgan 'overweight' on TCS, ups target price "
10.40 am,2010-06-14,CNBC-TV18,Demand environment good; Expect decent growth in FY12: TCS
9.40 am,2010-06-15,Reuters,Credit Suisse downgrades TCS to 'neutral'
8.30 am,2010-06-16,CNBC-TV18,Pricing to improve in FY12 but margin may remain flat: TCS
3.30 pm,2010-06-17,CNBC-TV18,IT attrition may go up in two quarters: Offshore Insights
12.37 pm,2010-06-18,Moneycontrol.com,"Prefer TCS, Infosys to Wipro: Thunuguntla"
6.34 pm,2010-06-19,CNBC-TV18,Mehta`s view on Infosys
11.56 am,2010-06-20,Moneycontrol.com,PN Vijay`s views on IT sector
1.14 pm,2010-06-21,Moneycontrol.com,Buy TCS; target of Rs 1225: IIFL
3.36 pm,2010-06-22,CNBC-TV18,Shah`s view on Nesco
5.29 pm,2010-06-23,CNBC-TV18,TCS a steady performer: Mavani
2.55 pm,2010-06-24,CNBC-TV18,TCS a defensive bet: Thununguntla
12.01 pm,2010-06-25,CNBC-TV18,"SBI, ICICI Bank top picks in banking space: Vora"
11.52 am,2010-06-26,CNBC-TV18,Bull's Eye: Must-have stocks in your portfolio
5.15 pm,2010-06-27,Moneycontrol.com,TCS can touch Rs 1210: Murlidharan
6.40 pm,2010-06-28,CNBC-TV18,"Buy Tech Mahindra, TCS at current level: Mohindar"
3.10 pm,2010-06-29,Reuters,TCS to provide software for Middle East co
11.18 am,2010-06-30,CNBC-TV18,"TCS unperturbed by US visa issue, says demand still strong"
5.38 pm,2010-07-01,CNBC-TV18,Ranbaxy Labs a good bet: Pradhan
1.39 pm,2010-07-02,CNBC-TV18,"Prefer TCS, says Devang Mehta"
11.46 am,2010-07-03,CNBC-TV18,TCS can move to Rs 1230-1240: Thukral
3.08 pm,2010-07-04,CNBC-TV18,TCS has target of Rs 1220-1230: Amit Harchekar
11.28 am,2010-07-05,Moneycontrol.com,Buy Tata Consultancy Services; target of Rs 1185: IIFL
9.14 am,2010-07-06,PTI,TCS Q1 results will be IFRS compliant: Mahalingam
10.45 am,2010-07-07,CNBC-TV18,"Growth outlook remains robust despite visa issues, says TCS"
7.18 pm,2010-07-08,CNBC-TV18,"Buy S Kumars, Orchid on dips: Irani"
4.00 pm,2010-07-09,CNBC-Awaaz,Buy TCS: Devang Mehta
1.47 pm,2010-07-10,CNBC-Awaaz,Sell tech space: Shardul Kulkarni
1.35 pm,2010-07-11,CNBC-Awaaz,TCS may go down: IIFL Wealth
8.10 pm,2010-07-12,PTI,"More than 31,000 employees left TCS in FY'11"
7.16 pm,2010-07-13,CNBC-TV18,Buy L&T; at current level: Bandyopadhyay
5.25 pm,2010-07-14,CNBC-TV18,Reliance may touch Rs 904 mark: Murlidhar
4.49 pm,2010-07-15,Reuters,TCS says downgrade by CLSA not justified
10.33 am,2010-07-16,CNBC-TV18,Expect 10-11% downside in CNX IT: Sushil Kedia
5.53 pm,2010-07-17,CNBC-TV18,ONGC may slip further: Bala
1.17 pm,2010-07-18,CNBC-Awaaz,Avoid TCS: Sandeep Jain
12.12 pm,2010-07-19,CNBC-TV18,Ajay Srivastava view on Reliance Industries
11.33 am,2010-07-20,CNBC-Awaaz,Avoid TCS: Aditya Agarwal
10.41 am,2010-07-21,CNBC-TV18,TCS can go down to Rs 1055: Anu Jain
7.14 pm,2010-07-22,CNBC-TV18,Malkani bullish on Bharti Airtel
6.31 pm,2010-07-23,Moneycontrol.com,Amit Gupta views on IT stocks
5.32 pm,2010-07-24,CNBC-TV18,TCS may test Rs 1160: Harchekar
1.16 pm,2010-07-25,CNBC-TV18,"Short TCS, says Prakash Diwan"
11.28 am,2010-07-26,CNBC-TV18,Bull's Eye: 12 must-have stocks for your portfolio
5.10 pm,2010-07-27,Moneycontrol.com,Sharekhan handpicks 15 stocks for investment
4.22 pm,2010-07-28,Reuters,Strong quarterly revenue forecast for IT firms
1.48 pm,2010-07-29,CNBC-Awaaz,"Keep TCS in portfolio, says Rajesh Jain"
10.21 am,2010-07-30,CNBC-TV18,Go long on Infosys: ICICI Direct
5.11 pm,2010-07-31,Moneycontrol.com,TCS Jun qtr PAT seen down 9% at Rs 2182 cr
9.43 am,2010-08-01,PTI,"TCS plans capex of Rs 2,300 cr in FY12: Ratan Tata"
6.48 pm,2010-08-02,PTI,TCS awarded contract for AMR project in Haryana
6.17 pm,2010-08-03,CNBC-TV18,"FY11 a record breaking year for TCS, says Ratan Tata"
6.15 pm,2010-08-04,PTI,Tata group market wealth crosses $100-bn mark
1.27 pm,2010-08-05,CNBC-Awaaz,"Buy TCS, says Jagannadham Thunuguntla"
12.46 pm,2010-08-06,Moneycontrol.com,Sell TCS Future; target of Rs 1150: IIFL
3.40 pm,2010-08-07,CNBC-Awaaz,Buy IT stocks: Vivek Mawani
7.44 pm,2010-08-08,Moneycontrol.com,PN Vijay bullish on IT stocks
4.13 pm,2010-08-09,PTI,Nearly 50 Indian cos keen on investing in UK this year
12.44 pm,2010-08-10,CNBC-TV18,Prefer HCL Technologies: Sharmila Joshi
8.42 pm,2010-08-11,Reuters,"TCS, Adani among firms whose owners borrowed against shares"
10.43 am,2010-08-12,CNBC-TV18,Avoid financial service space: Ambit Capital
7.24 pm,2010-08-13,PTI,IT sector upbeat despite visa misuse controversy
3.48 pm,2010-08-14,CNBC-TV18,Lupin has target of Rs 530: Pankaj Pandey
3.42 pm,2010-08-15,CNBC-TV18,"Pankaj Pandey positive on TCS, HCL Tech, Infosys"
5.55 pm,2010-08-16,CNBC-TV18,Malkani`s view on IT space
5.53 pm,2010-08-17,CNBC-TV18,Dilip Bhat`s view on TCS
5.29 pm,2010-08-18,Moneycontrol.com,TCS Q1 net flat sequentially but beats analysts forecast
4.34 pm,2010-08-19,CNBC-Awaaz,"Buy TCS, says Ashish Maheshwari"
2.00 pm,2010-08-20,CNBC-Awaaz,Hold TCS: Kunal Saraogi
12.07 pm,2010-08-21,CNBC-TV18,See 35-40% upside in TCS: Phani Sekhar
6.59 pm,2010-08-22,CNBC-TV18,Be cautious on TCS: Tulsian
6.55 pm,2010-08-23,CNBC-TV18,"Jain`s view on Bajaj Auto, TCS"
6.41 pm,2010-08-24,CNBC-TV18,"Kamdar bullish on Infosys, TCS, HCL Tech"
